date,matchup,game_id,result,p1_name,p1_pts,p1_reb,p1_ast,p2_name,p2_pts,p2_reb,p2_ast,p3_name,p3_pts,p3_reb,p3_ast,p4_name,p4_pts,p4_reb,p4_ast,p5_name,p5_pts,p5_reb,p5_ast,p6_name,p6_pts,p6_reb,p6_ast,op1_name,op1_pts,op1_reb,op1_ast,op2_name,op2_pts,op2_reb,op2_ast,op3_name,op3_pts,op3_reb,op3_ast,op4_name,op4_pts,op4_reb,op4_ast,op5_name,op5_pts,op5_reb,op5_ast,op6_name,op6_pts,op6_reb,op6_ast
2018-03-05,LAL vs. POR,21700956,L,Kyle Kuzma,11.0,8.0,3.0,Julius Randle,21.0,9.0,2.0,Brook Lopez,14.0,8.0,2.0,Kentavious Caldwell-Pope,16.0,9.0,2.0,Lonzo Ball,10.0,2.0,2.0,Isaiah Thomas,19.0,1.0,7.0,Evan Turner,5.0,0.0,0.0,Al-Farouq Aminu,5.0,7.0,0.0,Jusuf Nurkic,16.0,16.0,3.0,CJ McCollum,22.0,5.0,5.0,Damian Lillard,39.0,5.0,6.0,Ed Davis,9.0,6.0,0.0
2018-03-03,LAL @ SAS,21700940,W,Kyle Kuzma,11.0,8.0,1.0,Julius Randle,25.0,6.0,3.0,Brook Lopez,14.0,2.0,2.0,Kentavious Caldwell-Pope,18.0,13.0,2.0,Lonzo Ball,18.0,7.0,11.0,Isaiah Thomas,21.0,1.0,7.0,Kyle Anderson,8.0,4.0,5.0,Davis Bertans,11.0,5.0,2.0,Pau Gasol,19.0,10.0,8.0,Patty Mills,14.0,2.0,3.0,Dejounte Murray,12.0,7.0,1.0,Rudy Gay,15.0,8.0,0.0
2018-03-01,LAL @ MIA,21700922,W,Brandon Ingram,19.0,5.0,5.0,Julius Randle,25.0,6.0,2.0,Brook Lopez,10.0,2.0,2.0,Kentavious Caldwell-Pope,18.0,4.0,1.0,Lonzo Ball,8.0,6.0,7.0,Isaiah Thomas,29.0,4.0,6.0,Justise Winslow,17.0,5.0,2.0,Kelly Olynyk,0.0,3.0,2.0,Hassan Whiteside,6.0,7.0,0.0,Josh Richardson,15.0,3.0,2.0,Goran Dragic,19.0,3.0,7.0,Bam Adebayo,15.0,10.0,1.0
2018-02-26,LAL @ ATL,21700897,W,Brandon Ingram,21.0,10.0,6.0,Julius Randle,19.0,10.0,2.0,Brook Lopez,11.0,3.0,2.0,Kentavious Caldwell-Pope,10.0,14.0,3.0,Josh Hart,14.0,2.0,0.0,Isaiah Thomas,13.0,2.0,5.0,Taurean Prince,24.0,3.0,3.0,John Collins,6.0,9.0,0.0,Dewayne Dedmon,7.0,7.0,3.0,Kent Bazemore,12.0,4.0,4.0,Dennis Schroder,20.0,3.0,2.0,Mike Muscala,11.0,4.0,0.0
2018-02-24,LAL @ SAC,21700891,W,Brandon Ingram,13.0,7.0,8.0,Julius Randle,12.0,13.0,6.0,Brook Lopez,11.0,2.0,0.0,Kentavious Caldwell-Pope,34.0,7.0,2.0,Josh Hart,10.0,6.0,5.0,Isaiah Thomas,17.0,2.0,4.0,Justin Jackson,0.0,1.0,0.0,Willie Cauley-Stein,18.0,15.0,1.0,Zach Randolph,7.0,2.0,3.0,Bogdan Bogdanovic,21.0,6.0,4.0,De'Aaron Fox,13.0,1.0,6.0,Frank Mason,6.0,3.0,6.0
2018-02-23,LAL vs. DAL,21700883,W,Josh Hart,12.0,10.0,2.0,Julius Randle,18.0,13.0,10.0,Brook Lopez,8.0,4.0,2.0,Kentavious Caldwell-Pope,15.0,6.0,2.0,Brandon Ingram,15.0,9.0,3.0,Isaiah Thomas,17.0,2.0,4.0,Wesley Matthews,19.0,2.0,2.0,Harrison Barnes,19.0,7.0,1.0,Dirk Nowitzki,11.0,4.0,1.0,J.J. Barea,12.0,2.0,6.0,Dennis Smith Jr.,13.0,4.0,5.0,Salah Mejri,0.0,1.0,0.0
2018-02-15,LAL @ MIN,21700866,L,Josh Hart,8.0,4.0,0.0,Julius Randle,23.0,9.0,2.0,Brook Lopez,6.0,2.0,0.0,Kentavious Caldwell-Pope,17.0,11.0,6.0,Brandon Ingram,17.0,4.0,5.0,Kyle Kuzma,8.0,2.0,0.0,Andrew Wiggins,8.0,4.0,0.0,Taj Gibson,28.0,8.0,1.0,Karl-Anthony Towns,10.0,18.0,4.0,Jimmy Butler,24.0,5.0,4.0,Jeff Teague,20.0,3.0,6.0,Gorgui Dieng,6.0,5.0,0.0
2018-02-14,LAL @ NOP,21700862,L,Brandon Ingram,21.0,2.0,5.0,Julius Randle,20.0,5.0,3.0,Brook Lopez,8.0,3.0,0.0,Kentavious Caldwell-Pope,5.0,8.0,8.0,Josh Hart,15.0,6.0,2.0,Corey Brewer,9.0,2.0,4.0,E'Twaun Moore,14.0,3.0,4.0,Anthony Davis,42.0,15.0,3.0,Emeka Okafor,3.0,8.0,0.0,Jrue Holiday,24.0,4.0,11.0,Rajon Rondo,4.0,3.0,5.0,Nikola Mirotic,16.0,7.0,2.0
2018-02-10,LAL @ DAL,21700830,L,Josh Hart,9.0,2.0,1.0,Julius Randle,26.0,8.0,7.0,Brook Lopez,16.0,2.0,5.0,Kentavious Caldwell-Pope,14.0,6.0,4.0,Brandon Ingram,22.0,1.0,3.0,Isaiah Thomas,22.0,1.0,6.0,Wesley Matthews,13.0,1.0,4.0,Harrison Barnes,21.0,6.0,2.0,Dirk Nowitzki,22.0,4.0,2.0,J.J. Barea,10.0,1.0,9.0,Dennis Smith Jr.,14.0,5.0,6.0,Yogi Ferrell,7.0,5.0,2.0
2018-02-08,LAL vs. OKC,21700816,W,Josh Hart,10.0,8.0,5.0,Julius Randle,17.0,6.0,2.0,Brook Lopez,9.0,9.0,2.0,Kentavious Caldwell-Pope,20.0,7.0,1.0,Brandon Ingram,19.0,2.0,6.0,Corey Brewer,6.0,2.0,3.0,Paul George,29.0,9.0,3.0,Patrick Patterson,0.0,4.0,2.0,Steven Adams,13.0,9.0,1.0,Josh Huestis,0.0,4.0,0.0,Raymond Felton,7.0,5.0,3.0,Alex Abrines,8.0,3.0,1.0
2018-02-06,LAL vs. PHX,21700804,W,Josh Hart,15.0,11.0,3.0,Julius Randle,21.0,8.0,5.0,Brook Lopez,12.0,4.0,0.0,Kentavious Caldwell-Pope,5.0,6.0,0.0,Brandon Ingram,26.0,4.0,5.0,Jordan Clarkson,7.0,4.0,5.0,T.J. Warren,24.0,6.0,3.0,Dragan Bender,8.0,6.0,4.0,Tyson Chandler,8.0,13.0,4.0,Josh Jackson,16.0,10.0,1.0,Tyler Ulis,8.0,1.0,7.0,Troy Daniels,9.0,1.0,0.0
2018-02-04,LAL @ OKC,21700788,W,Josh Hart,14.0,11.0,2.0,Julius Randle,19.0,6.0,4.0,Brook Lopez,20.0,5.0,5.0,Kentavious Caldwell-Pope,13.0,5.0,3.0,Brandon Ingram,16.0,5.0,5.0,Kyle Kuzma,2.0,3.0,0.0,Paul George,26.0,7.0,3.0,Carmelo Anthony,10.0,13.0,0.0,Steven Adams,12.0,5.0,0.0,Terrance Ferguson,0.0,0.0,0.0,Russell Westbrook,36.0,5.0,9.0,Alex Abrines,3.0,1.0,2.0
2018-02-02,LAL @ BKN,21700768,W,Josh Hart,15.0,14.0,2.0,Julius Randle,19.0,12.0,2.0,Brook Lopez,19.0,3.0,0.0,Kentavious Caldwell-Pope,3.0,0.0,1.0,Brandon Ingram,16.0,8.0,10.0,Alex Caruso,0.0,1.0,1.0,DeMarre Carroll,7.0,1.0,0.0,Quincy Acy,0.0,5.0,4.0,Jarrett Allen,20.0,5.0,0.0,Allen Crabbe,8.0,2.0,1.0,Spencer Dinwiddie,23.0,7.0,9.0,Jahlil Okafor,5.0,2.0,0.0
2018-01-31,LAL @ ORL,21700754,L,Brandon Ingram,13.0,5.0,5.0,Julius Randle,20.0,9.0,1.0,Brook Lopez,5.0,1.0,0.0,Kentavious Caldwell-Pope,12.0,2.0,3.0,Tyler Ennis,5.0,4.0,0.0,Alex Caruso,2.0,3.0,2.0,Jonathon Simmons,14.0,0.0,2.0,Marreese Speights,21.0,4.0,1.0,Bismack Biyombo,5.0,6.0,1.0,Evan Fournier,19.0,2.0,4.0,Elfrid Payton,15.0,7.0,6.0,Mario Hezonja,14.0,4.0,3.0
2018-01-28,LAL @ TOR,21700735,L,Brandon Ingram,14.0,6.0,4.0,Julius Randle,17.0,10.0,5.0,Brook Lopez,8.0,2.0,0.0,Kentavious Caldwell-Pope,16.0,4.0,2.0,Tyler Ennis,3.0,2.0,0.0,Jordan Clarkson,17.0,2.0,2.0,OG Anunoby,5.0,2.0,1.0,Serge Ibaka,11.0,9.0,0.0,Jonas Valanciunas,13.0,10.0,2.0,DeMar DeRozan,19.0,1.0,7.0,Kyle Lowry,14.0,11.0,3.0,CJ Miles,13.0,3.0,0.0
2018-01-26,LAL @ CHI,21700717,W,Brandon Ingram,25.0,9.0,5.0,Julius Randle,14.0,6.0,3.0,Brook Lopez,17.0,6.0,1.0,Kentavious Caldwell-Pope,5.0,7.0,2.0,Tyler Ennis,6.0,3.0,1.0,Jordan Clarkson,19.0,2.0,4.0,Justin Holiday,7.0,4.0,2.0,Lauri Markkanen,11.0,11.0,0.0,Robin Lopez,8.0,4.0,1.0,Zach LaVine,10.0,3.0,1.0,Jerian Grant,9.0,1.0,8.0,Denzel Valentine,16.0,11.0,4.0
2018-01-23,LAL vs. BOS,21700700,W,Brandon Ingram,7.0,9.0,4.0,Julius Randle,14.0,14.0,1.0,Brook Lopez,12.0,2.0,0.0,Kentavious Caldwell-Pope,8.0,4.0,1.0,Tyler Ennis,2.0,2.0,1.0,Jordan Clarkson,22.0,5.0,4.0,Jayson Tatum,4.0,5.0,0.0,Aron Baynes,0.0,2.0,0.0,Al Horford,13.0,12.0,6.0,Jaylen Brown,9.0,2.0,2.0,Kyrie Irving,33.0,3.0,4.0,Marcus Morris Sr.,13.0,7.0,0.0
2018-01-21,LAL vs. NYK,21700684,W,Brandon Ingram,10.0,2.0,3.0,Julius Randle,27.0,12.0,5.0,Brook Lopez,14.0,4.0,0.0,Josh Hart,0.0,0.0,0.0,Tyler Ennis,0.0,1.0,2.0,Corey Brewer,7.0,5.0,2.0,Tim Hardaway Jr.,17.0,3.0,0.0,Kristaps Porzingis,17.0,4.0,1.0,Enes Kanter,12.0,14.0,2.0,Jarrett Jack,6.0,3.0,10.0,Courtney Lee,16.0,1.0,2.0,Lance Thomas,0.0,1.0,2.0
2018-01-19,LAL vs. IND,21700673,W,Corey Brewer,4.0,7.0,0.0,Kyle Kuzma,13.0,5.0,3.0,Julius Randle,14.0,4.0,2.0,Josh Hart,9.0,5.0,1.0,Tyler Ennis,7.0,1.0,5.0,Jordan Clarkson,33.0,7.0,7.0,Bojan Bogdanovic,11.0,6.0,1.0,Thaddeus Young,10.0,4.0,0.0,Domantas Sabonis,15.0,14.0,1.0,Victor Oladipo,25.0,5.0,4.0,Darren Collison,5.0,2.0,4.0,Cory Joseph,8.0,1.0,1.0
2018-01-17,LAL @ OKC,21700660,L,Kentavious Caldwell-Pope,10.0,1.0,2.0,Julius Randle,16.0,1.0,3.0,Brook Lopez,5.0,2.0,2.0,Brandon Ingram,8.0,1.0,3.0,Tyler Ennis,9.0,3.0,3.0,Kyle Kuzma,7.0,1.0,2.0,Paul George,13.0,5.0,3.0,Carmelo Anthony,27.0,3.0,2.0,Steven Adams,21.0,10.0,1.0,Andre Roberson,4.0,4.0,2.0,Russell Westbrook,19.0,6.0,7.0,Terrance Ferguson,3.0,3.0,1.0
2018-01-15,LAL @ MEM,21700645,L,Kentavious Caldwell-Pope,27.0,7.0,3.0,Julius Randle,9.0,8.0,1.0,Brook Lopez,5.0,1.0,3.0,Josh Hart,16.0,3.0,1.0,Tyler Ennis,6.0,2.0,3.0,Corey Brewer,1.0,2.0,1.0,Dillon Brooks,19.0,4.0,2.0,JaMychal Green,11.0,9.0,1.0,Marc Gasol,17.0,7.0,4.0,Andrew Harrison,8.0,3.0,3.0,Tyreke Evans,15.0,9.0,12.0,Mario Chalmers,7.0,4.0,1.0
2018-01-13,LAL @ DAL,21700627,W,Brandon Ingram,4.0,6.0,5.0,Julius Randle,23.0,15.0,2.0,Brook Lopez,8.0,3.0,2.0,Kentavious Caldwell-Pope,17.0,5.0,0.0,Lonzo Ball,9.0,7.0,7.0,Kyle Kuzma,18.0,10.0,3.0,Wesley Matthews,17.0,1.0,4.0,Harrison Barnes,17.0,5.0,3.0,Dirk Nowitzki,6.0,8.0,0.0,Yogi Ferrell,11.0,10.0,4.0,Dennis Smith Jr.,23.0,2.0,3.0,Salah Mejri,0.0,3.0,1.0
2018-01-11,LAL vs. SAS,21700617,W,Brandon Ingram,26.0,3.0,3.0,Julius Randle,0.0,6.0,1.0,Brook Lopez,4.0,2.0,0.0,Kentavious Caldwell-Pope,10.0,4.0,2.0,Lonzo Ball,18.0,10.0,6.0,Tyler Ennis,0.0,1.0,2.0,Kyle Anderson,6.0,7.0,1.0,LaMarcus Aldridge,20.0,4.0,1.0,Pau Gasol,9.0,12.0,5.0,Bryn Forbes,18.0,1.0,0.0,Dejounte Murray,14.0,11.0,5.0,Patty Mills,0.0,3.0,5.0
2018-01-09,LAL vs. SAC,21700602,W,Brandon Ingram,15.0,5.0,3.0,Julius Randle,22.0,14.0,6.0,Brook Lopez,18.0,3.0,0.0,Kentavious Caldwell-Pope,16.0,4.0,2.0,Lonzo Ball,5.0,11.0,11.0,Tyler Ennis,0.0,1.0,0.0,Malachi Richardson,0.0,0.0,0.0,Willie Cauley-Stein,8.0,4.0,3.0,Zach Randolph,7.0,12.0,1.0,Buddy Hield,13.0,1.0,2.0,De'Aaron Fox,15.0,1.0,3.0,Bogdan Bogdanovic,19.0,2.0,4.0
2018-01-07,LAL vs. ATL,21700590,W,Brandon Ingram,20.0,1.0,7.0,Julius Randle,15.0,9.0,4.0,Brook Lopez,8.0,3.0,2.0,Kentavious Caldwell-Pope,14.0,1.0,0.0,Lonzo Ball,13.0,10.0,6.0,Tyler Ennis,3.0,2.0,4.0,Taurean Prince,6.0,7.0,2.0,Ersan Ilyasova,8.0,9.0,2.0,Miles Plumlee,6.0,4.0,1.0,Kent Bazemore,15.0,1.0,3.0,Dennis Schroder,27.0,3.0,5.0,Malcolm Delaney,9.0,1.0,2.0
2018-01-05,LAL vs. CHA,21700577,L,Brandon Ingram,22.0,14.0,4.0,Julius Randle,15.0,10.0,2.0,Brook Lopez,11.0,2.0,4.0,Kentavious Caldwell-Pope,0.0,0.0,0.0,Lonzo Ball,11.0,4.0,5.0,Larry Nance Jr.,8.0,4.0,3.0,Michael Kidd-Gilchrist,13.0,8.0,2.0,Marvin Williams,16.0,5.0,2.0,Dwight Howard,15.0,10.0,1.0,Nicolas Batum,4.0,3.0,7.0,Kemba Walker,19.0,2.0,7.0,Frank Kaminsky,12.0,5.0,1.0
2018-01-03,LAL vs. OKC,21700565,L,Brandon Ingram,7.0,5.0,2.0,Kyle Kuzma,18.0,3.0,1.0,Julius Randle,9.0,5.0,2.0,Kentavious Caldwell-Pope,12.0,6.0,4.0,Tyler Ennis,4.0,4.0,6.0,Jordan Clarkson,11.0,1.0,2.0,Paul George,24.0,2.0,3.0,Carmelo Anthony,21.0,6.0,1.0,Steven Adams,12.0,6.0,2.0,Terrance Ferguson,24.0,1.0,1.0,Russell Westbrook,20.0,6.0,12.0,Jerami Grant,6.0,5.0,1.0
2018-01-01,LAL @ MIN,21700548,L,Brandon Ingram,14.0,5.0,1.0,Kyle Kuzma,6.0,1.0,1.0,Julius Randle,15.0,12.0,0.0,Josh Hart,10.0,1.0,1.0,Tyler Ennis,7.0,4.0,4.0,Corey Brewer,12.0,0.0,1.0,Andrew Wiggins,21.0,9.0,4.0,Taj Gibson,14.0,5.0,1.0,Karl-Anthony Towns,16.0,13.0,1.0,Jimmy Butler,28.0,3.0,9.0,Tyus Jones,5.0,1.0,5.0,Gorgui Dieng,17.0,4.0,0.0
2017-12-31,LAL @ HOU,21700540,L,Brandon Ingram,12.0,6.0,4.0,Kyle Kuzma,23.0,5.0,3.0,Julius Randle,29.0,15.0,6.0,Josh Hart,26.0,6.0,1.0,Tyler Ennis,20.0,4.0,11.0,Corey Brewer,9.0,6.0,4.0,Trevor Ariza,26.0,4.0,3.0,Ryan Anderson,7.0,4.0,0.0,Clint Capela,7.0,7.0,2.0,James Harden,40.0,2.0,11.0,Chris Paul,28.0,5.0,10.0,P.J. Tucker,2.0,6.0,1.0
2017-12-29,LAL vs. LAC,21700529,L,Josh Hart,2.0,2.0,2.0,Kyle Kuzma,13.0,5.0,2.0,Julius Randle,18.0,7.0,2.0,Kentavious Caldwell-Pope,14.0,7.0,1.0,Brandon Ingram,18.0,1.0,3.0,Jordan Clarkson,20.0,5.0,8.0,C.J. Williams,11.0,2.0,0.0,Blake Griffin,24.0,6.0,6.0,DeAndre Jordan,12.0,16.0,0.0,Austin Rivers,13.0,2.0,3.0,Milos Teodosic,11.0,5.0,7.0,Montrezl Harrell,15.0,9.0,0.0
2017-12-27,LAL vs. MEM,21700515,L,Brandon Ingram,23.0,4.0,4.0,Kyle Kuzma,9.0,8.0,1.0,Andrew Bogut,2.0,9.0,1.0,Kentavious Caldwell-Pope,16.0,2.0,2.0,Jordan Clarkson,22.0,4.0,2.0,Julius Randle,6.0,3.0,0.0,Dillon Brooks,5.0,1.0,1.0,Jarell Martin,20.0,8.0,0.0,Marc Gasol,11.0,9.0,5.0,Andrew Harrison,15.0,1.0,2.0,Tyreke Evans,32.0,7.0,7.0,Chandler Parsons,5.0,1.0,2.0
2017-12-25,LAL vs. MIN,21700497,L,Josh Hart,12.0,6.0,2.0,Kyle Kuzma,31.0,3.0,4.0,Andrew Bogut,0.0,3.0,1.0,Kentavious Caldwell-Pope,8.0,5.0,1.0,Jordan Clarkson,17.0,6.0,7.0,Julius Randle,16.0,7.0,2.0,Andrew Wiggins,16.0,4.0,5.0,Taj Gibson,23.0,9.0,0.0,Karl-Anthony Towns,21.0,10.0,2.0,Jimmy Butler,23.0,5.0,8.0,Jeff Teague,6.0,7.0,10.0,Gorgui Dieng,5.0,2.0,0.0
2017-12-23,LAL vs. POR,21700491,L,Josh Hart,11.0,10.0,3.0,Kyle Kuzma,18.0,7.0,3.0,Andrew Bogut,2.0,4.0,2.0,Kentavious Caldwell-Pope,11.0,9.0,1.0,Lonzo Ball,10.0,8.0,11.0,Julius Randle,16.0,9.0,1.0,Evan Turner,7.0,2.0,2.0,Al-Farouq Aminu,5.0,10.0,2.0,Jusuf Nurkic,4.0,5.0,2.0,Shabazz Napier,21.0,3.0,5.0,CJ McCollum,17.0,5.0,3.0,Zach Collins,11.0,6.0,3.0
2017-12-22,LAL @ GSW,21700479,L,Brandon Ingram,12.0,3.0,4.0,Kyle Kuzma,27.0,14.0,1.0,Andrew Bogut,6.0,3.0,0.0,Kentavious Caldwell-Pope,10.0,5.0,4.0,Lonzo Ball,24.0,5.0,5.0,Larry Nance Jr.,2.0,2.0,1.0,Kevin Durant,33.0,7.0,7.0,Draymond Green,13.0,11.0,7.0,Jordan Bell,20.0,10.0,3.0,Klay Thompson,16.0,1.0,1.0,Patrick McCaw,5.0,3.0,0.0,Andre Iguodala,0.0,0.0,2.0
2017-12-20,LAL @ HOU,21700459,W,Brandon Ingram,13.0,6.0,6.0,Kyle Kuzma,38.0,7.0,4.0,Andrew Bogut,2.0,3.0,0.0,Josh Hart,11.0,4.0,4.0,Lonzo Ball,16.0,9.0,4.0,Larry Nance Jr.,13.0,9.0,4.0,Trevor Ariza,18.0,11.0,3.0,Ryan Anderson,2.0,6.0,0.0,Nene,4.0,6.0,1.0,James Harden,51.0,3.0,9.0,Chris Paul,8.0,5.0,5.0,Eric Gordon,21.0,4.0,0.0
2017-12-18,LAL vs. GSW,21700450,L,Brandon Ingram,19.0,6.0,5.0,Larry Nance Jr.,8.0,4.0,1.0,Brook Lopez,6.0,1.0,1.0,Kentavious Caldwell-Pope,14.0,8.0,1.0,Lonzo Ball,16.0,6.0,6.0,Julius Randle,15.0,11.0,2.0,Kevin Durant,36.0,11.0,8.0,Jordan Bell,6.0,1.0,2.0,JaVale McGee,8.0,3.0,0.0,Klay Thompson,17.0,10.0,2.0,Patrick McCaw,2.0,5.0,4.0,Quinn Cook,0.0,0.0,0.0
2017-12-14,LAL @ CLE,21700415,L,Brandon Ingram,26.0,6.0,6.0,Larry Nance Jr.,6.0,12.0,3.0,Brook Lopez,8.0,1.0,2.0,Josh Hart,11.0,10.0,2.0,Lonzo Ball,13.0,8.0,11.0,Jordan Clarkson,11.0,1.0,4.0,LeBron James,25.0,12.0,12.0,Jae Crowder,11.0,0.0,2.0,Kevin Love,28.0,11.0,3.0,JR Smith,8.0,2.0,3.0,Jose Calderon,17.0,3.0,6.0,Dwyane Wade,10.0,2.0,6.0
2017-12-12,LAL @ NYK,21700399,L,Larry Nance Jr.,5.0,9.0,1.0,Brandon Ingram,5.0,7.0,5.0,Brook Lopez,14.0,4.0,3.0,Kentavious Caldwell-Pope,24.0,4.0,3.0,Lonzo Ball,17.0,8.0,6.0,Kyle Kuzma,19.0,6.0,1.0,Kristaps Porzingis,37.0,11.0,1.0,Lance Thomas,5.0,3.0,0.0,Enes Kanter,14.0,11.0,0.0,Courtney Lee,10.0,3.0,4.0,Jarrett Jack,3.0,6.0,10.0,Doug McDermott,10.0,2.0,0.0
2017-12-09,LAL @ CHA,21700377,W,Brandon Ingram,18.0,6.0,1.0,Larry Nance Jr.,6.0,1.0,0.0,Brook Lopez,13.0,4.0,1.0,Kentavious Caldwell-Pope,15.0,1.0,2.0,Lonzo Ball,5.0,5.0,9.0,Kyle Kuzma,12.0,14.0,2.0,Michael Kidd-Gilchrist,9.0,6.0,1.0,Marvin Williams,13.0,3.0,3.0,Dwight Howard,21.0,12.0,0.0,Nicolas Batum,2.0,2.0,3.0,Kemba Walker,23.0,3.0,4.0,Dwayne Bacon,2.0,4.0,1.0
2017-12-07,LAL @ PHI,21700363,W,Brandon Ingram,21.0,7.0,6.0,Larry Nance Jr.,11.0,7.0,2.0,Brook Lopez,11.0,5.0,0.0,Kentavious Caldwell-Pope,13.0,4.0,0.0,Lonzo Ball,10.0,8.0,8.0,Kyle Kuzma,3.0,2.0,1.0,JJ Redick,15.0,2.0,2.0,Robert Covington,19.0,6.0,2.0,Joel Embiid,33.0,7.0,6.0,Jerryd Bayless,12.0,4.0,1.0,Ben Simmons,12.0,12.0,15.0,T.J. McConnell,0.0,2.0,3.0
2017-12-03,LAL vs. HOU,21700338,L,Brandon Ingram,18.0,9.0,5.0,Larry Nance Jr.,15.0,8.0,1.0,Brook Lopez,10.0,5.0,2.0,Kentavious Caldwell-Pope,16.0,3.0,1.0,Lonzo Ball,2.0,1.0,3.0,Julius Randle,5.0,5.0,0.0,Trevor Ariza,4.0,6.0,0.0,Ryan Anderson,3.0,1.0,0.0,Clint Capela,8.0,13.0,0.0,James Harden,36.0,4.0,9.0,Chris Paul,21.0,4.0,6.0,Eric Gordon,22.0,1.0,0.0
2017-12-02,LAL @ DEN,21700332,L,Brandon Ingram,20.0,4.0,0.0,Larry Nance Jr.,4.0,6.0,0.0,Brook Lopez,15.0,5.0,3.0,Kentavious Caldwell-Pope,3.0,6.0,2.0,Lonzo Ball,9.0,9.0,5.0,Josh Hart,9.0,3.0,2.0,Juancho Hernangomez,5.0,5.0,2.0,Kenneth Faried,13.0,9.0,1.0,Mason Plumlee,12.0,6.0,6.0,Gary Harris,13.0,2.0,6.0,Jamal Murray,28.0,4.0,4.0,Will Barton,16.0,6.0,2.0
2017-11-29,LAL vs. GSW,21700312,L,Brandon Ingram,32.0,5.0,3.0,Larry Nance Jr.,0.0,4.0,5.0,Brook Lopez,6.0,1.0,1.0,Kentavious Caldwell-Pope,21.0,7.0,0.0,Lonzo Ball,15.0,2.0,10.0,Jordan Clarkson,21.0,6.0,8.0,Kevin Durant,29.0,7.0,5.0,Draymond Green,15.0,11.0,9.0,Zaza Pachulia,11.0,6.0,2.0,Klay Thompson,20.0,3.0,2.0,Stephen Curry,28.0,5.0,7.0,Jordan Bell,6.0,4.0,0.0
2017-11-27,LAL @ LAC,21700297,L,Brandon Ingram,17.0,5.0,1.0,Larry Nance Jr.,9.0,8.0,0.0,Brook Lopez,5.0,1.0,1.0,Kentavious Caldwell-Pope,29.0,6.0,1.0,Lonzo Ball,3.0,5.0,7.0,Andrew Bogut,0.0,0.0,1.0,Wesley Johnson,4.0,1.0,0.0,Blake Griffin,26.0,11.0,6.0,DeAndre Jordan,9.0,9.0,0.0,Lou Williams,42.0,4.0,3.0,Austin Rivers,19.0,8.0,6.0,Sindarius Thornwell,3.0,1.0,0.0
2017-11-22,LAL @ SAC,21700266,L,Brandon Ingram,12.0,6.0,6.0,Kyle Kuzma,17.0,2.0,0.0,Brook Lopez,4.0,1.0,0.0,Kentavious Caldwell-Pope,20.0,1.0,3.0,Lonzo Ball,11.0,7.0,11.0,Jordan Clarkson,15.0,2.0,3.0,Garrett Temple,7.0,3.0,0.0,Skal Labissiere,4.0,8.0,0.0,Zach Randolph,22.0,7.0,7.0,George Hill,0.0,3.0,1.0,De'Aaron Fox,13.0,4.0,3.0,Bogdan Bogdanovic,14.0,1.0,7.0
2017-11-21,LAL vs. CHI,21700252,W,Brandon Ingram,17.0,5.0,5.0,Kyle Kuzma,22.0,3.0,5.0,Brook Lopez,4.0,9.0,1.0,Kentavious Caldwell-Pope,21.0,8.0,4.0,Lonzo Ball,8.0,13.0,4.0,Julius Randle,10.0,10.0,2.0,Denzel Valentine,17.0,9.0,4.0,Lauri Markkanen,13.0,14.0,1.0,Robin Lopez,14.0,3.0,2.0,Justin Holiday,10.0,10.0,3.0,Kris Dunn,12.0,5.0,6.0,Antonio Blakeney,15.0,2.0,1.0
2017-11-19,LAL vs. DEN,21700240,W,Brandon Ingram,13.0,5.0,6.0,Kyle Kuzma,17.0,3.0,3.0,Brook Lopez,21.0,3.0,4.0,Kentavious Caldwell-Pope,15.0,5.0,3.0,Lonzo Ball,11.0,16.0,11.0,Julius Randle,24.0,7.0,5.0,Wilson Chandler,17.0,4.0,1.0,Paul Millsap,5.0,4.0,2.0,Nikola Jokic,6.0,6.0,1.0,Gary Harris,20.0,3.0,0.0,Jamal Murray,10.0,4.0,1.0,Mason Plumlee,10.0,4.0,2.0
2017-11-17,LAL vs. PHX,21700227,L,Brandon Ingram,17.0,8.0,4.0,Kyle Kuzma,30.0,10.0,1.0,Brook Lopez,19.0,10.0,3.0,Kentavious Caldwell-Pope,13.0,4.0,4.0,Lonzo Ball,6.0,6.0,6.0,Julius Randle,13.0,4.0,2.0,T.J. Warren,13.0,7.0,4.0,Marquese Chriss,2.0,3.0,0.0,Greg Monroe,6.0,1.0,1.0,Devin Booker,33.0,3.0,4.0,Tyler Ulis,15.0,3.0,7.0,Alex Len,17.0,18.0,2.0
2017-11-15,LAL vs. PHI,21700214,L,Brandon Ingram,26.0,11.0,3.0,Kyle Kuzma,24.0,7.0,1.0,Brook Lopez,8.0,2.0,2.0,Kentavious Caldwell-Pope,12.0,7.0,2.0,Lonzo Ball,2.0,5.0,2.0,Julius Randle,8.0,8.0,1.0,Dario Saric,7.0,6.0,0.0,Robert Covington,12.0,6.0,1.0,Joel Embiid,46.0,15.0,7.0,JJ Redick,11.0,8.0,5.0,Ben Simmons,18.0,9.0,10.0,T.J. McConnell,7.0,4.0,4.0
