date,matchup,game_id,result,p1_name,p1_pts,p1_reb,p1_ast,p2_name,p2_pts,p2_reb,p2_ast,p3_name,p3_pts,p3_reb,p3_ast,p4_name,p4_pts,p4_reb,p4_ast,p5_name,p5_pts,p5_reb,p5_ast,p6_name,p6_pts,p6_reb,p6_ast,op1_name,op1_pts,op1_reb,op1_ast,op2_name,op2_pts,op2_reb,op2_ast,op3_name,op3_pts,op3_reb,op3_ast,op4_name,op4_pts,op4_reb,op4_ast,op5_name,op5_pts,op5_reb,op5_ast,op6_name,op6_pts,op6_reb,op6_ast
2020-03-01,LAL @ NOP,21900900,W,LeBron James,34.0,12.0,13.0,Kyle Kuzma,20.0,4.0,1.0,JaVale McGee,8.0,4.0,0.0,Danny Green,10.0,3.0,1.0,Avery Bradley,10.0,2.0,3.0,Kentavious Caldwell-Pope,13.0,0.0,2.0,Brandon Ingram,15.0,4.0,2.0,Zion Williamson,35.0,7.0,0.0,Derrick Favors,12.0,14.0,0.0,Jrue Holiday,11.0,5.0,6.0,Lonzo Ball,19.0,9.0,9.0,Josh Hart,7.0,6.0,3.0
2020-02-29,LAL @ MEM,21900891,L,LeBron James,19.0,8.0,10.0,Anthony Davis,15.0,9.0,4.0,JaVale McGee,2.0,5.0,0.0,Avery Bradley,6.0,1.0,2.0,Alex Caruso,9.0,2.0,0.0,Kentavious Caldwell-Pope,11.0,2.0,2.0,Dillon Brooks,24.0,5.0,0.0,Kyle Anderson,8.0,3.0,3.0,Jonas Valanciunas,22.0,20.0,2.0,De'Anthony Melton,3.0,3.0,2.0,Ja Morant,27.0,6.0,14.0,Tyus Jones,7.0,3.0,2.0
2020-02-27,LAL @ GSW,21900876,W,Danny Green,0.0,0.0,1.0,Anthony Davis,23.0,6.0,1.0,JaVale McGee,12.0,6.0,1.0,Avery Bradley,12.0,1.0,2.0,Rajon Rondo,12.0,4.0,6.0,Kentavious Caldwell-Pope,9.0,3.0,1.0,Draymond Green,2.0,1.0,4.0,Marquese Chriss,4.0,7.0,4.0,Dragan Bender,4.0,4.0,1.0,Damion Lee,15.0,6.0,4.0,Jordan Poole,16.0,1.0,8.0,Kevon Looney,4.0,4.0,2.0
2020-02-25,LAL vs. NOP,21900861,W,LeBron James,40.0,8.0,6.0,Anthony Davis,21.0,14.0,3.0,JaVale McGee,2.0,9.0,0.0,Danny Green,17.0,5.0,4.0,Avery Bradley,0.0,4.0,1.0,Kentavious Caldwell-Pope,15.0,1.0,1.0,Brandon Ingram,34.0,7.0,4.0,Zion Williamson,29.0,6.0,3.0,Derrick Favors,8.0,3.0,0.0,Jrue Holiday,11.0,5.0,9.0,Lonzo Ball,10.0,8.0,8.0,JJ Redick,3.0,5.0,4.0
2020-02-23,LAL vs. BOS,21900842,W,LeBron James,29.0,8.0,9.0,Anthony Davis,32.0,13.0,3.0,JaVale McGee,4.0,8.0,0.0,Danny Green,3.0,2.0,0.0,Avery Bradley,3.0,2.0,1.0,Kyle Kuzma,16.0,4.0,0.0,Gordon Hayward,10.0,8.0,9.0,Jayson Tatum,41.0,5.0,2.0,Daniel Theis,16.0,9.0,0.0,Jaylen Brown,20.0,6.0,2.0,Marcus Smart,14.0,7.0,3.0,Semi Ojeleye,0.0,3.0,1.0
2020-02-21,LAL vs. MEM,21900833,W,LeBron James,32.0,3.0,7.0,Anthony Davis,28.0,13.0,4.0,JaVale McGee,2.0,5.0,0.0,Danny Green,3.0,3.0,3.0,Avery Bradley,14.0,5.0,1.0,Kyle Kuzma,8.0,4.0,3.0,Kyle Anderson,7.0,6.0,3.0,Jaren Jackson Jr.,7.0,4.0,1.0,Jonas Valanciunas,8.0,11.0,0.0,Dillon Brooks,7.0,2.0,2.0,Ja Morant,17.0,1.0,3.0,Brandon Clarke,14.0,10.0,4.0
2020-02-12,LAL @ DEN,21900817,W,LeBron James,32.0,12.0,14.0,Anthony Davis,33.0,10.0,2.0,JaVale McGee,4.0,3.0,0.0,Danny Green,3.0,2.0,0.0,Avery Bradley,10.0,1.0,2.0,Kyle Kuzma,3.0,1.0,3.0,Torrey Craig,5.0,8.0,4.0,Jerami Grant,15.0,7.0,1.0,Nikola Jokic,22.0,11.0,6.0,Gary Harris,13.0,1.0,1.0,Jamal Murray,32.0,3.0,10.0,Monte Morris,12.0,2.0,4.0
2020-02-10,LAL vs. PHX,21900801,W,LeBron James,17.0,8.0,9.0,Anthony Davis,25.0,10.0,5.0,JaVale McGee,4.0,7.0,0.0,Danny Green,5.0,1.0,1.0,Avery Bradley,12.0,0.0,0.0,Rajon Rondo,23.0,4.0,6.0,Mikal Bridges,18.0,6.0,3.0,Cameron Johnson,8.0,0.0,4.0,Cheick Diallo,15.0,4.0,3.0,Devin Booker,10.0,4.0,5.0,Ricky Rubio,13.0,3.0,5.0,Kelly Oubre Jr.,10.0,3.0,2.0
2020-02-08,LAL @ GSW,21900783,W,LeBron James,22.0,8.0,11.0,Anthony Davis,27.0,10.0,4.0,JaVale McGee,4.0,5.0,0.0,Danny Green,10.0,2.0,1.0,Avery Bradley,21.0,4.0,2.0,Rajon Rondo,11.0,4.0,4.0,Andrew Wiggins,24.0,2.0,3.0,Eric Paschall,6.0,4.0,2.0,Marquese Chriss,26.0,9.0,1.0,Damion Lee,8.0,3.0,2.0,Ky Bowman,7.0,2.0,11.0,Juan Toscano-Anderson,5.0,3.0,2.0
2020-02-06,LAL vs. HOU,21900768,L,LeBron James,18.0,9.0,15.0,Anthony Davis,32.0,13.0,3.0,JaVale McGee,4.0,5.0,1.0,Danny Green,15.0,2.0,3.0,Avery Bradley,15.0,1.0,4.0,Kentavious Caldwell-Pope,4.0,1.0,1.0,Danuel House Jr.,13.0,1.0,3.0,Eric Gordon,15.0,2.0,1.0,P.J. Tucker,11.0,6.0,0.0,Russell Westbrook,41.0,8.0,5.0,James Harden,14.0,7.0,7.0,Ben McLemore,5.0,1.0,0.0
2020-02-04,LAL vs. SAS,21900754,W,LeBron James,36.0,7.0,9.0,Anthony Davis,18.0,6.0,1.0,JaVale McGee,14.0,5.0,0.0,Danny Green,5.0,7.0,2.0,Avery Bradley,8.0,5.0,1.0,Kyle Kuzma,18.0,12.0,4.0,DeMar DeRozan,28.0,8.0,7.0,LaMarcus Aldridge,7.0,3.0,1.0,Trey Lyles,3.0,1.0,0.0,Bryn Forbes,13.0,0.0,3.0,Dejounte Murray,12.0,4.0,2.0,Patty Mills,3.0,0.0,1.0
2020-02-01,LAL @ SAC,21900736,W,LeBron James,15.0,10.0,11.0,Anthony Davis,21.0,4.0,6.0,JaVale McGee,7.0,8.0,1.0,Danny Green,9.0,4.0,3.0,Avery Bradley,19.0,2.0,0.0,Kyle Kuzma,12.0,2.0,1.0,Harrison Barnes,2.0,6.0,0.0,Nemanja Bjelica,9.0,3.0,3.0,Harry Giles III,16.0,8.0,1.0,Bogdan Bogdanovic,8.0,2.0,1.0,De'Aaron Fox,24.0,6.0,5.0,Buddy Hield,22.0,4.0,2.0
2020-01-31,LAL vs. POR,21900726,L,LeBron James,22.0,8.0,10.0,Anthony Davis,37.0,16.0,6.0,JaVale McGee,6.0,3.0,0.0,Danny Green,5.0,3.0,1.0,Avery Bradley,10.0,5.0,2.0,Kyle Kuzma,17.0,15.0,0.0,Trevor Ariza,2.0,3.0,3.0,Wenyen Gabriel,0.0,1.0,1.0,Hassan Whiteside,30.0,13.0,2.0,CJ McCollum,19.0,6.0,5.0,Damian Lillard,48.0,9.0,10.0,Gary Trent Jr.,10.0,0.0,1.0
2020-01-25,LAL @ PHI,21900684,L,LeBron James,29.0,7.0,8.0,Anthony Davis,31.0,7.0,2.0,Dwight Howard,2.0,5.0,0.0,Danny Green,2.0,5.0,1.0,Avery Bradley,7.0,1.0,1.0,Kyle Kuzma,4.0,5.0,2.0,Matisse Thybulle,6.0,1.0,1.0,Tobias Harris,29.0,8.0,1.0,Al Horford,16.0,6.0,1.0,Shake Milton,7.0,9.0,3.0,Ben Simmons,28.0,10.0,8.0,Furkan Korkmaz,9.0,0.0,1.0
2020-01-23,LAL @ BKN,21900667,W,LeBron James,27.0,11.0,10.0,Anthony Davis,16.0,11.0,2.0,Dwight Howard,14.0,12.0,1.0,Danny Green,14.0,1.0,0.0,Avery Bradley,2.0,1.0,1.0,Kyle Kuzma,16.0,2.0,1.0,Joe Harris,6.0,2.0,2.0,Taurean Prince,18.0,3.0,4.0,Jarrett Allen,7.0,8.0,0.0,Spencer Dinwiddie,7.0,7.0,13.0,Kyrie Irving,20.0,3.0,4.0,Caris LeVert,16.0,4.0,3.0
2020-01-22,LAL @ NYK,21900659,W,Anthony Davis,28.0,5.0,5.0,LeBron James,21.0,6.0,5.0,JaVale McGee,6.0,5.0,0.0,Avery Bradley,4.0,0.0,0.0,Danny Green,3.0,2.0,1.0,Kyle Kuzma,10.0,7.0,1.0,Marcus Morris Sr.,20.0,6.0,1.0,Julius Randle,16.0,8.0,6.0,Taj Gibson,12.0,5.0,1.0,Reggie Bullock,5.0,3.0,0.0,Elfrid Payton,8.0,6.0,9.0,Mitchell Robinson,4.0,12.0,1.0
2020-01-20,LAL @ BOS,21900648,L,LeBron James,15.0,7.0,13.0,JaVale McGee,18.0,5.0,0.0,Anthony Davis,9.0,4.0,2.0,Danny Green,7.0,1.0,0.0,Avery Bradley,8.0,1.0,2.0,Kyle Kuzma,13.0,3.0,0.0,Gordon Hayward,16.0,6.0,5.0,Jayson Tatum,27.0,5.0,3.0,Daniel Theis,5.0,4.0,3.0,Jaylen Brown,20.0,4.0,6.0,Kemba Walker,20.0,4.0,7.0,Marcus Smart,9.0,3.0,4.0
2020-01-18,LAL @ HOU,21900633,W,LeBron James,31.0,5.0,12.0,Kyle Kuzma,23.0,8.0,1.0,JaVale McGee,9.0,8.0,2.0,Danny Green,20.0,5.0,1.0,Avery Bradley,4.0,3.0,0.0,Dwight Howard,6.0,10.0,2.0,Ben McLemore,9.0,2.0,1.0,P.J. Tucker,6.0,8.0,1.0,Clint Capela,8.0,12.0,3.0,James Harden,34.0,6.0,7.0,Russell Westbrook,35.0,9.0,7.0,Eric Gordon,13.0,3.0,1.0
2020-01-15,LAL vs. ORL,21900613,L,LeBron James,19.0,3.0,19.0,Kyle Kuzma,4.0,5.0,7.0,JaVale McGee,14.0,9.0,0.0,Danny Green,11.0,2.0,1.0,Avery Bradley,2.0,1.0,1.0,Dwight Howard,9.0,16.0,1.0,Aaron Gordon,21.0,6.0,3.0,Khem Birch,0.0,1.0,0.0,Nikola Vucevic,19.0,4.0,2.0,Wes Iwundu,19.0,4.0,2.0,Markelle Fultz,21.0,11.0,10.0,Terrence Ross,15.0,4.0,3.0
2020-01-13,LAL vs. CLE,21900597,W,LeBron James,31.0,2.0,8.0,Kyle Kuzma,11.0,3.0,2.0,JaVale McGee,4.0,8.0,3.0,Danny Green,10.0,4.0,2.0,Avery Bradley,12.0,3.0,0.0,Kentavious Caldwell-Pope,9.0,1.0,5.0,Cedi Osman,15.0,4.0,1.0,Kevin Love,21.0,11.0,3.0,Tristan Thompson,17.0,10.0,2.0,Collin Sexton,16.0,3.0,4.0,Darius Garland,16.0,2.0,4.0,Brandon Knight,1.0,1.0,1.0
2020-01-11,LAL @ OKC,21900580,W,Kentavious Caldwell-Pope,11.0,3.0,1.0,Kyle Kuzma,36.0,7.0,0.0,JaVale McGee,6.0,7.0,2.0,Avery Bradley,3.0,2.0,2.0,Rajon Rondo,21.0,12.0,8.0,Dwight Howard,12.0,14.0,3.0,Terrance Ferguson,0.0,1.0,2.0,Danilo Gallinari,24.0,2.0,3.0,Steven Adams,12.0,8.0,1.0,Shai Gilgeous-Alexander,24.0,8.0,0.0,Chris Paul,16.0,5.0,8.0,Dennis Schroder,13.0,4.0,4.0
2020-01-10,LAL @ DAL,21900572,W,LeBron James,35.0,16.0,7.0,Kyle Kuzma,26.0,6.0,2.0,JaVale McGee,9.0,3.0,0.0,Danny Green,3.0,3.0,2.0,Avery Bradley,8.0,1.0,0.0,Rajon Rondo,10.0,5.0,3.0,Tim Hardaway Jr.,22.0,7.0,1.0,Dorian Finney-Smith,13.0,6.0,0.0,Dwight Powell,7.0,4.0,2.0,Delon Wright,4.0,5.0,2.0,Luka Doncic,25.0,10.0,7.0,Seth Curry,16.0,1.0,2.0
2020-01-07,LAL vs. NYK,21900553,W,LeBron James,31.0,5.0,5.0,Anthony Davis,5.0,6.0,5.0,JaVale McGee,6.0,7.0,0.0,Danny Green,11.0,5.0,3.0,Avery Bradley,12.0,1.0,0.0,Kyle Kuzma,16.0,6.0,1.0,Reggie Bullock,7.0,0.0,2.0,Julius Randle,15.0,10.0,2.0,Taj Gibson,6.0,8.0,0.0,RJ Barrett,19.0,5.0,0.0,Elfrid Payton,12.0,9.0,4.0,Wayne Ellington,3.0,1.0,1.0
2020-01-05,LAL vs. DET,21900538,W,LeBron James,21.0,14.0,11.0,Anthony Davis,24.0,11.0,2.0,JaVale McGee,9.0,3.0,0.0,Danny Green,7.0,3.0,0.0,Avery Bradley,5.0,0.0,1.0,Kyle Kuzma,4.0,4.0,2.0,Sekou Doumbouya,11.0,5.0,0.0,Christian Wood,11.0,4.0,3.0,Andre Drummond,12.0,18.0,0.0,Tony Snell,0.0,1.0,1.0,Tim Frazier,0.0,0.0,1.0,Bruce Brown,6.0,6.0,5.0
2020-01-03,LAL vs. NOP,21900522,W,LeBron James,17.0,8.0,15.0,Anthony Davis,46.0,13.0,1.0,JaVale McGee,6.0,7.0,0.0,Danny Green,25.0,5.0,5.0,Avery Bradley,7.0,2.0,1.0,Kyle Kuzma,10.0,2.0,1.0,Jrue Holiday,12.0,3.0,6.0,Brandon Ingram,22.0,3.0,3.0,Derrick Favors,15.0,14.0,2.0,JJ Redick,14.0,5.0,2.0,Lonzo Ball,23.0,2.0,5.0,Jaxson Hayes,6.0,3.0,3.0
2020-01-01,LAL vs. PHX,21900507,W,LeBron James,31.0,13.0,12.0,Anthony Davis,26.0,11.0,2.0,JaVale McGee,3.0,3.0,4.0,Danny Green,9.0,2.0,2.0,Avery Bradley,18.0,5.0,1.0,Kyle Kuzma,19.0,4.0,1.0,Kelly Oubre Jr.,26.0,6.0,3.0,Dario Saric,4.0,1.0,1.0,Aron Baynes,4.0,5.0,2.0,Devin Booker,32.0,2.0,7.0,Ricky Rubio,6.0,5.0,9.0,Deandre Ayton,16.0,14.0,2.0
2019-12-29,LAL vs. DAL,21900490,W,LeBron James,13.0,6.0,13.0,Anthony Davis,23.0,9.0,4.0,JaVale McGee,11.0,5.0,1.0,Danny Green,10.0,2.0,2.0,Avery Bradley,5.0,0.0,0.0,Kyle Kuzma,0.0,5.0,0.0,Dorian Finney-Smith,12.0,6.0,3.0,Kristaps Porzingis,11.0,7.0,0.0,Dwight Powell,7.0,11.0,2.0,Tim Hardaway Jr.,2.0,1.0,0.0,Luka Doncic,19.0,4.0,7.0,Seth Curry,7.0,1.0,0.0
2019-12-28,LAL @ POR,21900484,W,LeBron James,21.0,7.0,16.0,Anthony Davis,20.0,9.0,5.0,JaVale McGee,4.0,4.0,0.0,Danny Green,3.0,2.0,0.0,Avery Bradley,8.0,2.0,1.0,Kyle Kuzma,24.0,4.0,1.0,Skal Labissiere,0.0,1.0,0.0,Carmelo Anthony,13.0,5.0,2.0,Hassan Whiteside,19.0,16.0,0.0,CJ McCollum,18.0,2.0,4.0,Damian Lillard,31.0,2.0,9.0,Kent Bazemore,9.0,4.0,1.0
2019-12-25,LAL vs. LAC,21900458,L,LeBron James,23.0,9.0,10.0,Anthony Davis,24.0,6.0,3.0,JaVale McGee,2.0,3.0,0.0,Danny Green,6.0,3.0,1.0,Avery Bradley,2.0,2.0,0.0,Kentavious Caldwell-Pope,13.0,2.0,2.0,Kawhi Leonard,35.0,12.0,5.0,Patrick Patterson,4.0,1.0,0.0,Ivica Zubac,11.0,8.0,1.0,Paul George,17.0,5.0,3.0,Patrick Beverley,8.0,9.0,4.0,Montrezl Harrell,18.0,6.0,0.0
2019-12-22,LAL vs. DEN,21900443,L,Danny Green,5.0,4.0,2.0,Anthony Davis,32.0,11.0,1.0,JaVale McGee,7.0,5.0,1.0,Avery Bradley,6.0,2.0,1.0,Rajon Rondo,5.0,4.0,8.0,Kyle Kuzma,16.0,4.0,0.0,Will Barton,14.0,13.0,5.0,Paul Millsap,21.0,1.0,0.0,Nikola Jokic,18.0,6.0,5.0,Gary Harris,19.0,1.0,5.0,Jamal Murray,6.0,3.0,5.0,Jerami Grant,8.0,3.0,1.0
2019-12-19,LAL @ MIL,21900417,L,LeBron James,21.0,12.0,11.0,Anthony Davis,36.0,10.0,5.0,JaVale McGee,4.0,3.0,0.0,Danny Green,21.0,4.0,0.0,Kentavious Caldwell-Pope,18.0,1.0,3.0,Avery Bradley,0.0,2.0,1.0,Khris Middleton,15.0,6.0,2.0,Giannis Antetokounmpo,34.0,11.0,7.0,Brook Lopez,10.0,4.0,2.0,Wesley Matthews,13.0,4.0,2.0,Donte DiVincenzo,5.0,6.0,6.0,Sterling Brown,3.0,0.0,0.0
2019-12-17,LAL @ IND,21900402,L,LeBron James,20.0,9.0,9.0,Jared Dudley,3.0,1.0,2.0,JaVale McGee,10.0,8.0,1.0,Danny Green,6.0,2.0,2.0,Kentavious Caldwell-Pope,10.0,4.0,1.0,Avery Bradley,13.0,3.0,2.0,T.J. Warren,12.0,5.0,1.0,Domantas Sabonis,26.0,10.0,4.0,Myles Turner,16.0,7.0,0.0,Jeremy Lamb,4.0,1.0,0.0,Malcolm Brogdon,14.0,5.0,6.0,Aaron Holiday,11.0,2.0,4.0
2019-12-15,LAL @ ATL,21900390,W,LeBron James,32.0,13.0,7.0,Anthony Davis,27.0,13.0,3.0,JaVale McGee,3.0,5.0,1.0,Danny Green,10.0,6.0,0.0,Kentavious Caldwell-Pope,11.0,3.0,2.0,Avery Bradley,3.0,0.0,1.0,De'Andre Hunter,8.0,6.0,2.0,Jabari Parker,12.0,5.0,1.0,Damian Jones,10.0,3.0,0.0,Kevin Huerter,5.0,4.0,2.0,Trae Young,30.0,6.0,7.0,Vince Carter,7.0,1.0,2.0
2019-12-13,LAL @ MIA,21900374,W,LeBron James,28.0,9.0,12.0,Anthony Davis,33.0,10.0,1.0,JaVale McGee,9.0,10.0,1.0,Danny Green,9.0,2.0,1.0,Kentavious Caldwell-Pope,15.0,3.0,4.0,Avery Bradley,10.0,3.0,0.0,Jimmy Butler,23.0,3.0,3.0,Bam Adebayo,12.0,12.0,5.0,Meyers Leonard,5.0,0.0,1.0,Duncan Robinson,9.0,3.0,0.0,Kendrick Nunn,16.0,2.0,7.0,Derrick Jones Jr.,17.0,4.0,4.0
2019-12-11,LAL @ ORL,21900358,W,LeBron James,25.0,11.0,10.0,Anthony Davis,16.0,12.0,6.0,JaVale McGee,8.0,4.0,0.0,Danny Green,8.0,5.0,3.0,Kentavious Caldwell-Pope,15.0,0.0,0.0,Jared Dudley,9.0,2.0,0.0,Jonathan Isaac,19.0,8.0,0.0,Aaron Gordon,14.0,14.0,4.0,Khem Birch,6.0,4.0,1.0,Evan Fournier,18.0,2.0,5.0,D.J. Augustin,2.0,3.0,2.0,Wes Iwundu,6.0,3.0,1.0
2019-12-08,LAL vs. MIN,21900342,W,LeBron James,32.0,4.0,13.0,Anthony Davis,50.0,7.0,6.0,JaVale McGee,6.0,5.0,0.0,Danny Green,12.0,8.0,1.0,Kentavious Caldwell-Pope,9.0,2.0,5.0,Alex Caruso,16.0,4.0,4.0,Josh Okogie,18.0,4.0,1.0,Robert Covington,16.0,3.0,0.0,Karl-Anthony Towns,19.0,4.0,8.0,Jarrett Culver,12.0,2.0,4.0,Andrew Wiggins,19.0,2.0,3.0,Jordan Bell,2.0,5.0,0.0
2019-12-06,LAL @ POR,21900329,W,LeBron James,31.0,7.0,8.0,Anthony Davis,39.0,9.0,2.0,JaVale McGee,13.0,3.0,0.0,Danny Green,3.0,5.0,2.0,Kentavious Caldwell-Pope,5.0,0.0,5.0,Rajon Rondo,6.0,3.0,4.0,Rodney Hood,0.0,2.0,1.0,Carmelo Anthony,15.0,3.0,1.0,Hassan Whiteside,17.0,10.0,2.0,CJ McCollum,15.0,3.0,5.0,Damian Lillard,29.0,7.0,8.0,Anfernee Simons,15.0,2.0,1.0
2019-12-04,LAL @ UTA,21900314,W,LeBron James,20.0,4.0,12.0,Anthony Davis,26.0,6.0,1.0,JaVale McGee,8.0,5.0,0.0,Danny Green,6.0,5.0,0.0,Kentavious Caldwell-Pope,14.0,1.0,0.0,Kyle Kuzma,13.0,1.0,0.0,Bojan Bogdanovic,23.0,3.0,3.0,Jeff Green,8.0,4.0,2.0,Rudy Gobert,13.0,10.0,2.0,Joe Ingles,4.0,2.0,5.0,Donovan Mitchell,29.0,4.0,5.0,Royce O'Neale,2.0,5.0,1.0
2019-12-03,LAL @ DEN,21900304,W,LeBron James,25.0,6.0,9.0,Anthony Davis,25.0,10.0,1.0,JaVale McGee,4.0,6.0,0.0,Danny Green,5.0,7.0,3.0,Kentavious Caldwell-Pope,4.0,3.0,3.0,Kyle Kuzma,6.0,5.0,2.0,Will Barton,5.0,6.0,4.0,Paul Millsap,21.0,8.0,2.0,Nikola Jokic,13.0,5.0,8.0,Gary Harris,9.0,1.0,0.0,Jamal Murray,22.0,5.0,5.0,Juancho Hernangomez,4.0,2.0,0.0
2019-12-01,LAL vs. DAL,21900287,L,LeBron James,25.0,9.0,8.0,Anthony Davis,27.0,10.0,2.0,JaVale McGee,4.0,10.0,0.0,Danny Green,8.0,2.0,1.0,Kentavious Caldwell-Pope,7.0,3.0,2.0,Kyle Kuzma,4.0,1.0,1.0,Dorian Finney-Smith,6.0,5.0,0.0,Kristaps Porzingis,15.0,6.0,0.0,Dwight Powell,15.0,9.0,0.0,Tim Hardaway Jr.,8.0,2.0,1.0,Luka Doncic,27.0,9.0,10.0,Delon Wright,17.0,5.0,9.0
2019-11-29,LAL vs. WAS,21900279,W,LeBron James,23.0,3.0,11.0,Anthony Davis,26.0,13.0,2.0,JaVale McGee,15.0,11.0,2.0,Danny Green,11.0,2.0,0.0,Kentavious Caldwell-Pope,4.0,3.0,3.0,Kyle Kuzma,4.0,2.0,1.0,Troy Brown Jr.,9.0,7.0,1.0,Rui Hachimura,16.0,8.0,1.0,Thomas Bryant,5.0,5.0,3.0,Bradley Beal,18.0,3.0,9.0,Isaiah Thomas,10.0,0.0,1.0,Davis Bertans,6.0,3.0,2.0
2019-11-27,LAL @ NOP,21900264,W,LeBron James,29.0,5.0,11.0,Anthony Davis,41.0,9.0,1.0,JaVale McGee,4.0,7.0,0.0,Danny Green,4.0,0.0,0.0,Kentavious Caldwell-Pope,5.0,1.0,2.0,Rajon Rondo,0.0,2.0,7.0,Brandon Ingram,23.0,10.0,1.0,Kenrich Williams,11.0,7.0,1.0,Jaxson Hayes,7.0,4.0,1.0,JJ Redick,18.0,4.0,2.0,Jrue Holiday,29.0,6.0,12.0,Jahlil Okafor,6.0,2.0,0.0
2019-11-25,LAL @ SAS,21900249,W,LeBron James,33.0,4.0,14.0,Anthony Davis,19.0,12.0,6.0,JaVale McGee,8.0,5.0,0.0,Danny Green,6.0,9.0,1.0,Kentavious Caldwell-Pope,14.0,1.0,1.0,Kyle Kuzma,10.0,3.0,2.0,DeMar DeRozan,24.0,4.0,5.0,LaMarcus Aldridge,30.0,5.0,0.0,Jakob Poeltl,4.0,8.0,1.0,Bryn Forbes,13.0,3.0,5.0,Derrick White,11.0,0.0,4.0,Rudy Gay,5.0,1.0,0.0
2019-11-23,LAL @ MEM,21900232,W,LeBron James,30.0,6.0,4.0,Anthony Davis,22.0,4.0,3.0,JaVale McGee,5.0,4.0,0.0,Danny Green,8.0,5.0,2.0,Kentavious Caldwell-Pope,12.0,2.0,1.0,Kyle Kuzma,5.0,3.0,1.0,Jae Crowder,21.0,6.0,3.0,Jaren Jackson Jr.,20.0,7.0,0.0,Jonas Valanciunas,4.0,6.0,2.0,Dillon Brooks,12.0,3.0,3.0,Ja Morant,26.0,3.0,6.0,Brandon Clarke,8.0,11.0,2.0
2019-11-22,LAL @ OKC,21900220,W,LeBron James,23.0,6.0,14.0,Anthony Davis,33.0,11.0,7.0,JaVale McGee,8.0,7.0,1.0,Danny Green,14.0,4.0,0.0,Kentavious Caldwell-Pope,17.0,5.0,2.0,Kyle Kuzma,10.0,2.0,0.0,Terrance Ferguson,11.0,2.0,3.0,Danilo Gallinari,15.0,4.0,3.0,Steven Adams,22.0,6.0,4.0,Shai Gilgeous-Alexander,24.0,7.0,4.0,Chris Paul,18.0,4.0,7.0,Mike Muscala,7.0,5.0,1.0
2019-11-19,LAL vs. OKC,21900201,W,LeBron James,25.0,11.0,10.0,Anthony Davis,34.0,7.0,4.0,JaVale McGee,8.0,6.0,0.0,Danny Green,5.0,5.0,3.0,Kentavious Caldwell-Pope,13.0,4.0,2.0,Kyle Kuzma,5.0,0.0,0.0,Terrance Ferguson,3.0,1.0,1.0,Danilo Gallinari,25.0,6.0,1.0,Steven Adams,2.0,6.0,4.0,Shai Gilgeous-Alexander,16.0,5.0,4.0,Chris Paul,4.0,5.0,10.0,Nerlens Noel,15.0,8.0,1.0
2019-11-17,LAL vs. ATL,21900188,W,LeBron James,33.0,7.0,12.0,Anthony Davis,14.0,1.0,5.0,JaVale McGee,2.0,7.0,0.0,Danny Green,11.0,6.0,2.0,Kentavious Caldwell-Pope,13.0,1.0,1.0,Kyle Kuzma,17.0,5.0,1.0,De'Andre Hunter,11.0,2.0,3.0,Jabari Parker,11.0,8.0,1.0,Damian Jones,4.0,4.0,3.0,Cam Reddish,13.0,4.0,1.0,Trae Young,31.0,3.0,7.0,Evan Turner,7.0,2.0,1.0
2019-11-15,LAL vs. SAC,21900174,W,LeBron James,29.0,4.0,11.0,Anthony Davis,17.0,5.0,2.0,JaVale McGee,2.0,7.0,1.0,Danny Green,6.0,4.0,0.0,Kentavious Caldwell-Pope,16.0,3.0,0.0,Alex Caruso,10.0,0.0,3.0,Harrison Barnes,9.0,8.0,6.0,Nemanja Bjelica,11.0,4.0,1.0,Richaun Holmes,17.0,8.0,0.0,Buddy Hield,21.0,8.0,3.0,Cory Joseph,2.0,5.0,5.0,Yogi Ferrell,14.0,1.0,3.0
2019-11-13,LAL vs. GSW,21900159,W,LeBron James,23.0,6.0,12.0,Kyle Kuzma,22.0,5.0,2.0,JaVale McGee,18.0,17.0,2.0,Danny Green,6.0,1.0,0.0,Avery Bradley,6.0,1.0,2.0,Jared Dudley,6.0,3.0,4.0,Glenn Robinson III,9.0,4.0,5.0,Draymond Green,10.0,1.0,5.0,Willie Cauley-Stein,10.0,5.0,3.0,Jordan Poole,11.0,1.0,0.0,D'Angelo Russell,21.0,2.0,8.0,Marquese Chriss,0.0,6.0,2.0
2019-11-12,LAL @ PHX,21900151,W,LeBron James,19.0,7.0,11.0,Anthony Davis,24.0,12.0,4.0,JaVale McGee,11.0,3.0,3.0,Danny Green,14.0,1.0,3.0,Avery Bradley,8.0,2.0,5.0,Kyle Kuzma,23.0,4.0,0.0,Kelly Oubre Jr.,1.0,4.0,1.0,Dario Saric,18.0,7.0,2.0,Aron Baynes,20.0,6.0,3.0,Devin Booker,21.0,3.0,9.0,Ricky Rubio,21.0,4.0,10.0,Frank Kaminsky,16.0,9.0,3.0
2019-11-10,LAL vs. TOR,21900139,L,LeBron James,13.0,13.0,15.0,Anthony Davis,27.0,8.0,3.0,JaVale McGee,10.0,4.0,0.0,Danny Green,0.0,3.0,2.0,Avery Bradley,9.0,4.0,4.0,Kyle Kuzma,15.0,5.0,0.0,OG Anunoby,7.0,3.0,0.0,Pascal Siakam,24.0,11.0,4.0,Marc Gasol,2.0,7.0,2.0,Norman Powell,14.0,5.0,2.0,Fred VanVleet,23.0,7.0,10.0,Chris Boucher,15.0,2.0,1.0
