36,79,7,20,94,54,22,21,32,90,8,32,84,39,26,13,202087,4.0,3.0,2.0,9.0,2.0,3.0,14.0,202684,12.0,10.0,5.0,8.0,5.0,2.0,20.0,2760,9.0,23.0,9.0,7.0,3.0,1.0,7.0,203079,17.0,2.0,0.0,14.0,6.0,3.0,13.0,202681,29.0,6.0,3.0,20.0,11.0,4.0,23.0,101139,2.0,4.0,1.0,5.0,1.0,3.0,2.0,2772,9.0,3.0,4.0,8.0,3.0,0.0,-9.0,202344,4.0,1.0,1.0,9.0,2.0,4.0,-15.0,2731,10.0,7.0,0.0,10.0,4.0,1.0,-5.0,203078,8.0,3.0,3.0,8.0,2.0,2.0,-16.0,201985,7.0,2.0,6.0,13.0,2.0,1.0,-11.0,202686,7.0,4.0,1.0,4.0,3.0,1.0,-2.0
38,77,3,13,91,46,24,14,40,85,5,15,99,40,22,12,1897,3.0,8.0,4.0,8.0,1.0,3.0,-5.0,2200,23.0,13.0,6.0,19.0,8.0,2.0,3.0,2730,19.0,10.0,2.0,12.0,8.0,3.0,-13.0,977,22.0,1.0,0.0,14.0,11.0,2.0,-1.0,959,7.0,2.0,4.0,9.0,3.0,1.0,-3.0,2581,0.0,0.0,6.0,2.0,0.0,1.0,-5.0,1890,11.0,9.0,4.0,11.0,5.0,2.0,-2.0,1882,8.0,11.0,2.0,10.0,3.0,0.0,7.0,201148,14.0,5.0,0.0,5.0,5.0,3.0,4.0,201564,12.0,1.0,3.0,13.0,4.0,2.0,-1.0,201954,17.0,2.0,4.0,12.0,8.0,2.0,0.0,1713,11.0,4.0,2.0,12.0,5.0,1.0,13.0
43,79,8,16,120,36,25,8,39,75,6,13,107,41,24,16,2544,26.0,10.0,3.0,16.0,10.0,0.0,12.0,2203,6.0,2.0,1.0,4.0,2.0,0.0,12.0,2547,19.0,10.0,1.0,15.0,8.0,1.0,15.0,2548,29.0,3.0,4.0,22.0,10.0,4.0,-6.0,201596,8.0,1.0,11.0,7.0,3.0,1.0,11.0,951,19.0,2.0,2.0,7.0,5.0,0.0,9.0,1718,23.0,5.0,5.0,15.0,6.0,0.0,-17.0,101138,15.0,11.0,1.0,11.0,6.0,1.0,-8.0,708,9.0,12.0,2.0,8.0,4.0,5.0,-4.0,201584,11.0,1.0,1.0,6.0,5.0,1.0,-7.0,200765,20.0,7.0,13.0,14.0,9.0,4.0,-13.0,203096,2.0,1.0,0.0,2.0,1.0,0.0,-3.0
33,91,6,17,88,42,18,10,37,78,5,11,90,46,22,19,202361,0.0,2.0,1.0,6.0,0.0,1.0,6.0,200745,16.0,3.0,1.0,15.0,4.0,3.0,-3.0,202685,12.0,10.0,0.0,15.0,6.0,0.0,-7.0,201942,10.0,5.0,1.0,14.0,5.0,0.0,-5.0,200768,21.0,7.0,8.0,11.0,6.0,2.0,-1.0,203082,0.0,1.0,0.0,2.0,0.0,0.0,4.0,101123,6.0,2.0,2.0,7.0,2.0,6.0,1.0,2561,25.0,2.0,1.0,19.0,12.0,0.0,0.0,201579,14.0,10.0,3.0,13.0,6.0,0.0,7.0,202331,14.0,15.0,5.0,15.0,7.0,5.0,3.0,201588,8.0,1.0,7.0,9.0,3.0,1.0,2.0,201946,8.0,3.0,1.0,5.0,2.0,0.0,2.0
35,79,6,16,96,36,21,16,39,79,10,27,105,45,28,20,2419,12.0,4.0,1.0,9.0,4.0,1.0,-8.0,101131,10.0,8.0,0.0,7.0,4.0,2.0,4.0,202328,14.0,8.0,4.0,13.0,7.0,4.0,-9.0,201155,9.0,2.0,6.0,10.0,1.0,0.0,-19.0,202688,15.0,4.0,4.0,15.0,5.0,2.0,-12.0,203119,8.0,0.0,3.0,6.0,3.0,1.0,8.0,202718,11.0,7.0,6.0,9.0,3.0,3.0,9.0,202694,6.0,7.0,1.0,10.0,3.0,2.0,-3.0,201600,12.0,9.0,0.0,6.0,5.0,3.0,3.0,201935,37.0,6.0,12.0,25.0,14.0,4.0,18.0,202391,12.0,4.0,8.0,12.0,5.0,4.0,23.0,2568,15.0,7.0,0.0,6.0,5.0,3.0,8.0
33,79,2,9,93,46,21,18,34,84,6,17,87,40,14,21,2736,7.0,12.0,2.0,13.0,3.0,4.0,6.0,2430,18.0,8.0,2.0,13.0,8.0,3.0,5.0,201149,23.0,10.0,3.0,12.0,6.0,2.0,6.0,1888,19.0,1.0,3.0,16.0,7.0,3.0,6.0,2550,3.0,3.0,7.0,7.0,1.0,2.0,5.0,201959,4.0,5.0,0.0,6.0,2.0,0.0,-1.0,201949,2.0,3.0,1.0,8.0,1.0,4.0,-13.0,201574,8.0,8.0,2.0,6.0,3.0,0.0,-2.0,202326,14.0,7.0,1.0,14.0,7.0,7.0,-12.0,201936,21.0,8.0,3.0,13.0,8.0,2.0,1.0,202738,10.0,0.0,1.0,8.0,3.0,3.0,-6.0,201977,15.0,4.0,2.0,15.0,5.0,0.0,1.0
35,80,4,17,95,43,26,15,38,80,6,20,99,43,22,16,202329,17.0,7.0,3.0,16.0,8.0,3.0,-17.0,203076,21.0,7.0,0.0,12.0,6.0,0.0,-20.0,201577,8.0,9.0,3.0,10.0,4.0,2.0,-15.0,203085,7.0,1.0,2.0,9.0,1.0,3.0,-2.0,202349,8.0,6.0,13.0,8.0,4.0,2.0,-5.0,2427,8.0,1.0,2.0,7.0,3.0,0.0,-1.0,202695,19.0,7.0,1.0,13.0,6.0,2.0,12.0,1495,24.0,11.0,3.0,15.0,10.0,5.0,13.0,2564,4.0,4.0,6.0,3.0,2.0,2.0,13.0,201980,9.0,3.0,0.0,11.0,4.0,1.0,-4.0,2225,23.0,3.0,6.0,19.0,9.0,0.0,12.0,1536,7.0,5.0,1.0,6.0,2.0,0.0,-4.0
30,85,7,25,84,47,18,16,33,88,4,18,75,54,19,22,202323,5.0,6.0,2.0,7.0,2.0,3.0,10.0,201152,13.0,5.0,1.0,12.0,6.0,1.0,18.0,202730,3.0,4.0,0.0,5.0,1.0,1.0,-1.0,2202,10.0,4.0,2.0,13.0,4.0,0.0,7.0,201950,14.0,6.0,11.0,16.0,5.0,3.0,8.0,201150,16.0,12.0,2.0,11.0,6.0,3.0,10.0,202706,4.0,6.0,2.0,5.0,2.0,0.0,-5.0,202702,6.0,7.0,0.0,9.0,3.0,2.0,-7.0,201585,6.0,9.0,0.0,3.0,2.0,1.0,0.0,2738,11.0,4.0,4.0,13.0,5.0,4.0,-19.0,201951,16.0,5.0,7.0,17.0,7.0,0.0,-3.0,1889,10.0,7.0,5.0,15.0,5.0,3.0,0.0
32,80,4,21,85,44,16,18,33,86,5,17,87,49,19,18,201563,8.0,4.0,1.0,9.0,2.0,2.0,-6.0,2449,15.0,11.0,1.0,13.0,7.0,0.0,0.0,101162,10.0,9.0,1.0,10.0,5.0,3.0,9.0,201162,11.0,6.0,3.0,11.0,4.0,4.0,13.0,201609,17.0,6.0,8.0,12.0,4.0,3.0,6.0,202693,4.0,3.0,1.0,5.0,2.0,1.0,-2.0,203084,6.0,3.0,1.0,5.0,2.0,0.0,-2.0,101135,6.0,9.0,3.0,16.0,2.0,1.0,3.0,101106,8.0,6.0,1.0,6.0,4.0,0.0,-7.0,202691,16.0,8.0,1.0,16.0,6.0,4.0,-10.0,201939,5.0,7.0,3.0,14.0,2.0,4.0,-2.0,203105,3.0,5.0,0.0,2.0,1.0,0.0,0.0
38,74,5,15,101,39,25,22,33,86,2,14,92,44,24,21,2406,10.0,2.0,1.0,12.0,5.0,1.0,-7.0,201933,11.0,7.0,2.0,10.0,4.0,4.0,4.0,201599,12.0,7.0,1.0,8.0,6.0,9.0,7.0,2584,7.0,4.0,1.0,7.0,2.0,0.0,21.0,101108,12.0,4.0,12.0,10.0,4.0,2.0,-1.0,200797,2.0,3.0,0.0,2.0,1.0,1.0,-10.0,200752,25.0,7.0,3.0,21.0,11.0,3.0,1.0,2216,15.0,16.0,3.0,15.0,5.0,4.0,-25.0,201188,20.0,7.0,5.0,13.0,8.0,2.0,0.0,2754,8.0,5.0,1.0,6.0,2.0,1.0,-11.0,201144,7.0,3.0,5.0,10.0,2.0,6.0,-4.0,201573,6.0,1.0,4.0,8.0,1.0,1.0,-6.0
42,83,9,20,116,30,19,12,36,72,8,18,106,45,21,25,201587,26.0,6.0,1.0,16.0,9.0,1.0,0.0,200746,19.0,3.0,0.0,20.0,9.0,1.0,2.0,201581,13.0,10.0,1.0,10.0,5.0,3.0,-7.0,202083,22.0,2.0,2.0,11.0,7.0,0.0,5.0,203081,23.0,3.0,11.0,17.0,7.0,6.0,16.0,202701,2.0,0.0,2.0,2.0,1.0,1.0,-4.0,1897,10.0,3.0,2.0,5.0,4.0,6.0,10.0,2200,16.0,9.0,2.0,14.0,7.0,2.0,6.0,2730,33.0,14.0,5.0,15.0,9.0,3.0,-2.0,977,30.0,6.0,3.0,20.0,10.0,7.0,9.0,959,2.0,4.0,4.0,3.0,1.0,2.0,0.0,202365,2.0,1.0,1.0,3.0,1.0,2.0,-5.0
38,89,6,14,113,61,24,14,32,85,11,22,94,40,20,16,101107,21.0,3.0,1.0,13.0,7.0,1.0,9.0,200794,13.0,15.0,3.0,12.0,5.0,0.0,18.0,2744,12.0,14.0,2.0,11.0,4.0,1.0,8.0,202330,11.0,3.0,2.0,10.0,4.0,0.0,1.0,2590,21.0,2.0,6.0,16.0,7.0,2.0,18.0,2224,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1890,5.0,11.0,4.0,7.0,2.0,4.0,0.0,1882,5.0,7.0,2.0,8.0,2.0,2.0,-2.0,201148,15.0,3.0,1.0,8.0,7.0,1.0,1.0,201564,12.0,4.0,3.0,9.0,3.0,2.0,-1.0,201954,17.0,4.0,7.0,12.0,6.0,1.0,-3.0,1713,12.0,1.0,2.0,12.0,3.0,1.0,-8.0
35,79,5,19,86,39,27,13,29,77,7,17,84,48,18,18,202695,6.0,4.0,1.0,8.0,2.0,4.0,1.0,1495,20.0,8.0,1.0,19.0,8.0,0.0,-5.0,2564,10.0,7.0,4.0,6.0,4.0,3.0,11.0,201980,13.0,5.0,2.0,9.0,5.0,0.0,0.0,2225,14.0,3.0,11.0,13.0,6.0,1.0,-2.0,202390,8.0,1.0,3.0,6.0,4.0,1.0,0.0,201586,4.0,9.0,0.0,7.0,2.0,1.0,-8.0,201142,23.0,14.0,5.0,18.0,9.0,4.0,2.0,2570,2.0,6.0,2.0,2.0,1.0,1.0,-6.0,200757,8.0,3.0,1.0,7.0,2.0,1.0,-4.0,201566,18.0,8.0,5.0,21.0,6.0,6.0,2.0,2555,6.0,1.0,0.0,6.0,2.0,2.0,4.0
32,79,8,20,86,33,23,17,44,69,4,10,115,41,34,17,202087,12.0,4.0,1.0,9.0,4.0,3.0,-13.0,202684,6.0,5.0,1.0,6.0,2.0,1.0,-5.0,2760,12.0,5.0,2.0,8.0,5.0,1.0,-18.0,203079,7.0,2.0,4.0,7.0,3.0,2.0,-9.0,202681,15.0,2.0,4.0,15.0,6.0,4.0,-21.0,203092,8.0,2.0,0.0,5.0,3.0,1.0,-7.0,2736,14.0,5.0,1.0,8.0,5.0,1.0,27.0,2430,19.0,7.0,6.0,11.0,7.0,3.0,18.0,201149,10.0,5.0,1.0,6.0,4.0,4.0,30.0,1888,19.0,1.0,2.0,12.0,8.0,2.0,18.0,2550,9.0,3.0,6.0,4.0,3.0,0.0,21.0,201158,8.0,2.0,0.0,4.0,3.0,1.0,11.0
31,85,7,19,90,41,18,11,33,83,7,26,89,52,19,19,203077,2.0,7.0,1.0,7.0,1.0,1.0,12.0,201957,6.0,7.0,2.0,10.0,3.0,0.0,12.0,2217,4.0,9.0,2.0,3.0,1.0,1.0,14.0,201945,18.0,1.0,3.0,14.0,6.0,2.0,10.0,202689,30.0,5.0,3.0,21.0,10.0,1.0,13.0,200748,4.0,3.0,1.0,9.0,1.0,1.0,-11.0,101123,7.0,4.0,0.0,12.0,3.0,2.0,-16.0,2561,14.0,6.0,2.0,17.0,7.0,1.0,-11.0,201579,7.0,7.0,1.0,4.0,3.0,2.0,-6.0,202331,12.0,7.0,6.0,11.0,4.0,5.0,-4.0,201588,8.0,4.0,1.0,9.0,3.0,2.0,-8.0,201970,1.0,0.0,0.0,0.0,0.0,0.0,1.0
42,86,5,15,102,46,24,13,32,84,7,26,89,45,22,14,2045,6.0,2.0,1.0,4.0,3.0,0.0,-2.0,201175,29.0,10.0,0.0,25.0,13.0,1.0,17.0,202696,6.0,4.0,0.0,6.0,3.0,1.0,-5.0,201167,7.0,6.0,2.0,13.0,3.0,1.0,2.0,2749,9.0,4.0,7.0,9.0,2.0,2.0,2.0,200755,21.0,4.0,6.0,11.0,7.0,0.0,10.0,201568,23.0,8.0,4.0,14.0,5.0,1.0,-3.0,202702,2.0,5.0,0.0,3.0,1.0,0.0,-14.0,201585,7.0,6.0,1.0,6.0,3.0,1.0,8.0,2738,9.0,8.0,5.0,10.0,3.0,3.0,-10.0,201951,12.0,2.0,7.0,15.0,6.0,3.0,-13.0,201580,4.0,2.0,1.0,5.0,2.0,2.0,-9.0
33,74,5,14,88,36,22,18,40,86,8,18,99,46,26,19,1718,11.0,6.0,2.0,11.0,3.0,4.0,-9.0,101138,10.0,6.0,3.0,6.0,3.0,1.0,-13.0,708,15.0,4.0,0.0,14.0,6.0,1.0,-4.0,201584,7.0,2.0,1.0,7.0,3.0,3.0,-14.0,200765,14.0,4.0,11.0,12.0,6.0,2.0,-14.0,201145,11.0,1.0,0.0,9.0,5.0,1.0,-16.0,202699,18.0,6.0,2.0,11.0,8.0,3.0,9.0,101141,7.0,11.0,1.0,7.0,3.0,2.0,10.0,2223,2.0,3.0,1.0,1.0,1.0,1.0,6.0,101145,14.0,3.0,4.0,20.0,6.0,2.0,12.0,201943,21.0,2.0,13.0,17.0,9.0,2.0,12.0,202336,10.0,7.0,0.0,7.0,5.0,1.0,0.0
40,85,7,22,102,36,23,13,38,90,8,30,109,58,22,21,2594,0.0,2.0,2.0,3.0,0.0,0.0,-6.0,2746,18.0,10.0,2.0,21.0,9.0,3.0,-7.0,201143,14.0,5.0,3.0,10.0,6.0,2.0,-11.0,2734,9.0,2.0,2.0,10.0,4.0,1.0,-5.0,201952,14.0,1.0,7.0,10.0,6.0,4.0,-10.0,2052,12.0,2.0,1.0,6.0,4.0,0.0,2.0,202718,6.0,5.0,6.0,9.0,2.0,3.0,1.0,202335,9.0,7.0,2.0,11.0,4.0,3.0,13.0,201600,0.0,19.0,1.0,7.0,0.0,3.0,15.0,201935,45.0,7.0,2.0,19.0,14.0,5.0,17.0,202391,21.0,10.0,7.0,16.0,6.0,3.0,9.0,202694,17.0,5.0,0.0,14.0,8.0,1.0,-6.0
36,84,19,36,104,41,27,14,33,71,7,20,84,41,18,21,2546,30.0,10.0,2.0,28.0,10.0,1.0,24.0,200758,7.0,5.0,3.0,7.0,3.0,0.0,8.0,2199,10.0,8.0,0.0,5.0,5.0,2.0,14.0,101109,14.0,4.0,9.0,13.0,5.0,3.0,19.0,467,12.0,4.0,3.0,5.0,3.0,1.0,20.0,2747,11.0,3.0,6.0,11.0,3.0,1.0,13.0,2203,2.0,2.0,0.0,3.0,1.0,2.0,-20.0,2544,23.0,7.0,5.0,16.0,8.0,5.0,-21.0,2547,12.0,11.0,1.0,13.0,5.0,3.0,-13.0,201596,3.0,1.0,1.0,5.0,1.0,2.0,-10.0,2548,15.0,5.0,4.0,10.0,7.0,4.0,-16.0,951,5.0,2.0,3.0,5.0,2.0,2.0,-13.0
40,92,2,11,92,52,15,14,37,90,4,13,89,39,20,10,201563,16.0,7.0,0.0,18.0,7.0,3.0,7.0,2449,13.0,9.0,1.0,12.0,6.0,1.0,16.0,101162,16.0,16.0,0.0,13.0,7.0,1.0,3.0,201162,2.0,1.0,1.0,4.0,1.0,0.0,11.0,201609,15.0,2.0,10.0,10.0,5.0,1.0,4.0,202693,6.0,4.0,0.0,12.0,3.0,3.0,-13.0,2419,18.0,3.0,2.0,15.0,7.0,1.0,0.0,101131,16.0,6.0,0.0,12.0,7.0,1.0,-9.0,202328,10.0,6.0,0.0,17.0,5.0,1.0,-6.0,201155,1.0,4.0,4.0,7.0,0.0,2.0,-7.0,202688,13.0,5.0,10.0,12.0,5.0,2.0,-7.0,101198,10.0,3.0,1.0,9.0,4.0,1.0,3.0
39,76,5,9,106,47,18,12,32,89,9,26,92,44,17,12,201142,23.0,17.0,7.0,14.0,7.0,6.0,13.0,201586,7.0,5.0,0.0,11.0,3.0,1.0,3.0,2570,0.0,3.0,0.0,2.0,0.0,1.0,-4.0,200757,2.0,3.0,0.0,3.0,1.0,0.0,0.0,201566,32.0,5.0,6.0,24.0,13.0,1.0,7.0,2555,12.0,5.0,2.0,6.0,5.0,1.0,11.0,201587,3.0,1.0,2.0,11.0,1.0,1.0,-17.0,200746,22.0,15.0,3.0,22.0,8.0,2.0,-8.0,201581,14.0,12.0,1.0,12.0,5.0,2.0,-3.0,202083,17.0,3.0,0.0,15.0,5.0,1.0,1.0,203081,21.0,3.0,7.0,19.0,9.0,2.0,-9.0,203086,3.0,4.0,0.0,0.0,0.0,1.0,-8.0
32,87,2,17,92,53,17,11,32,89,3,16,80,43,17,12,1905,10.0,7.0,5.0,7.0,4.0,2.0,7.0,202682,8.0,7.0,0.0,12.0,3.0,0.0,-11.0,201593,9.0,5.0,0.0,8.0,2.0,1.0,5.0,200750,10.0,5.0,6.0,14.0,4.0,1.0,-4.0,2557,9.0,3.0,1.0,7.0,4.0,2.0,-14.0,203144,0.0,1.0,0.0,3.0,0.0,1.0,9.0,201949,5.0,6.0,2.0,5.0,2.0,2.0,-7.0,201574,10.0,7.0,2.0,10.0,4.0,0.0,-6.0,202326,11.0,4.0,0.0,13.0,5.0,1.0,-5.0,201936,6.0,7.0,5.0,14.0,3.0,2.0,-7.0,202738,20.0,2.0,2.0,13.0,7.0,2.0,-7.0,2566,2.0,0.0,1.0,4.0,1.0,0.0,-4.0
34,68,7,16,95,38,15,20,38,84,8,22,105,37,24,12,1897,8.0,1.0,3.0,10.0,3.0,2.0,-2.0,2200,10.0,14.0,3.0,9.0,5.0,1.0,-8.0,2730,13.0,8.0,2.0,7.0,4.0,4.0,-3.0,977,40.0,6.0,1.0,23.0,14.0,6.0,-7.0,2581,8.0,1.0,2.0,6.0,2.0,3.0,-2.0,201941,2.0,1.0,1.0,4.0,1.0,1.0,-13.0,2406,14.0,2.0,0.0,7.0,5.0,2.0,4.0,201933,15.0,8.0,3.0,15.0,6.0,4.0,15.0,201599,4.0,5.0,0.0,3.0,2.0,0.0,7.0,2584,8.0,1.0,1.0,6.0,3.0,1.0,3.0,101108,18.0,6.0,15.0,15.0,7.0,1.0,19.0,2440,8.0,5.0,1.0,9.0,4.0,0.0,8.0
36,80,10,20,94,36,21,19,35,77,6,13,104,40,22,14,203084,8.0,0.0,1.0,7.0,3.0,2.0,-11.0,101135,16.0,7.0,0.0,13.0,8.0,4.0,-1.0,101106,4.0,3.0,1.0,5.0,2.0,2.0,-16.0,202691,11.0,3.0,5.0,10.0,4.0,1.0,-5.0,201939,26.0,5.0,7.0,20.0,10.0,4.0,-7.0,201171,20.0,6.0,1.0,10.0,5.0,3.0,12.0,200752,18.0,8.0,0.0,18.0,7.0,2.0,9.0,2216,15.0,14.0,0.0,10.0,5.0,5.0,9.0,201188,21.0,6.0,5.0,13.0,7.0,1.0,17.0,2754,6.0,3.0,1.0,9.0,3.0,0.0,9.0,201144,21.0,3.0,7.0,9.0,5.0,3.0,14.0,201578,4.0,5.0,0.0,7.0,2.0,1.0,-5.0
37,81,5,14,88,42,23,12,35,85,10,28,86,44,19,15,202329,15.0,8.0,2.0,10.0,7.0,2.0,14.0,203076,8.0,6.0,0.0,6.0,4.0,1.0,6.0,201577,19.0,7.0,0.0,16.0,9.0,1.0,4.0,203085,2.0,2.0,6.0,4.0,0.0,2.0,8.0,202349,13.0,4.0,10.0,13.0,5.0,3.0,12.0,201583,19.0,6.0,3.0,15.0,7.0,1.0,5.0,101107,5.0,3.0,1.0,8.0,2.0,1.0,-7.0,200794,11.0,6.0,3.0,9.0,5.0,3.0,-7.0,2744,10.0,8.0,1.0,13.0,5.0,1.0,-8.0,202330,14.0,4.0,3.0,8.0,4.0,1.0,-8.0,2590,16.0,4.0,4.0,16.0,6.0,2.0,-6.0,202324,4.0,9.0,0.0,5.0,2.0,2.0,5.0
43,83,10,25,119,32,26,8,49,95,5,21,116,47,13,15,2203,8.0,2.0,1.0,5.0,2.0,0.0,0.0,2544,20.0,9.0,11.0,17.0,8.0,0.0,7.0,2547,40.0,7.0,2.0,22.0,15.0,2.0,17.0,2548,14.0,3.0,4.0,12.0,5.0,1.0,7.0,201596,9.0,3.0,5.0,7.0,3.0,2.0,12.0,951,23.0,5.0,1.0,12.0,8.0,1.0,-4.0,202702,22.0,12.0,1.0,15.0,11.0,1.0,-10.0,201568,13.0,6.0,2.0,17.0,3.0,0.0,-19.0,201585,2.0,4.0,0.0,4.0,1.0,0.0,-7.0,2738,22.0,5.0,3.0,15.0,9.0,5.0,-4.0,201951,14.0,4.0,6.0,15.0,7.0,4.0,-2.0,201580,16.0,9.0,0.0,9.0,6.0,0.0,10.0
34,78,6,20,86,46,20,15,36,84,8,21,89,35,24,9,2772,0.0,0.0,0.0,4.0,0.0,1.0,-18.0,202344,11.0,10.0,0.0,10.0,5.0,2.0,-10.0,2731,3.0,7.0,1.0,6.0,1.0,1.0,-18.0,203078,2.0,1.0,1.0,5.0,0.0,0.0,-18.0,201985,8.0,4.0,4.0,10.0,3.0,2.0,-12.0,101110,4.0,4.0,4.0,6.0,1.0,1.0,10.0,1718,27.0,7.0,3.0,22.0,10.0,2.0,15.0,203096,4.0,7.0,0.0,3.0,2.0,1.0,7.0,708,15.0,7.0,2.0,15.0,7.0,1.0,10.0,201584,4.0,2.0,1.0,7.0,2.0,0.0,10.0,200765,12.0,5.0,12.0,10.0,5.0,2.0,15.0,101138,5.0,5.0,2.0,6.0,2.0,0.0,-8.0
